{key:rfq3, value:{id:'7514623710987345033', isin:'AT0000383864', traderId:3351266293154445953, entityId:5561279226039690843, quantity:250000, price:1.58, side:B}}
{key:rfq3, value:{id:'7514623710987345033', isin:'AT0000383864', traderId:3351266293154445953, entityId:5561279226039690843, quantity:250000, price:1.58, side:B}}
{key:rfq4, value:{id:'7514623710987345250', isin:'AT0000383250', traderId:3351266293154445953, entityId:5561279226039, quantity:650000, price:2.63, side:A}}
{key:rfq3, value:{id:'7514623710987345033', isin:'AT0000383864', traderId:3351266293154445953, entityId:5561279226039690843, quantity:250000, price:1.58, side:B}}
{key:rfq4, value:{id:'7514623710987345250', isin:'AT0000383250', traderId:3351266293154445953, entityId:5561279226039, quantity:650000, price:2.63, side:A}}
{key:rfq3, value:{id:'7514623710987345033', isin:'AT0000383864', traderId:3351266293154445953, entityId:5561279226039690843, quantity:250000, price:1.58, side:B}}
{key:rfq4, value:{id:'7514623710987345250', isin:'AT0000383250', traderId:33512662931544, entityId:5561279226039, quantity:650000, price:2.63, side:A}}
{key:rfq3, value:{id:'7514623710987345033', isin:'AT0000383864', traderId:3351266293154445953, entityId:5561279226039690843, quantity:250000, price:1.58, side:B}}
{key:rfq4, value:{id:'7514623710987345250', isin:'AT0000383250', traderId:33512662931544, entityId:5561279226039, quantity:650000, price:2.63, side:A}}
{key:rfq3, value:{id:'7514623710987345033', isin:'AT0000383864', traderId:3351266293154445953, entityId:5561279226039690843, quantity:250000, price:1.58, side:B}}
{key:rfq4, value:{id:'7514623710987345250', isin:'AT0000383250', traderId:33512662931544, entityId:5561279226039, quantity:650000, price:2.63, side:A}}
{key:rfq3, value:{id:'7514623710987345033', isin:'AT0000383864', traderId:3351266293154445953, entityId:5561279226039690843, quantity:250000, price:1.58, side:B}}
{key:rfq4, value:{id:'7514623710987345250', isin:'AT0000383250', traderId:33512662931544, entityId:5561279226039, quantity:650000, price:2.63, side:A}}
{key:rfq3, value:{id:'7514623710987345033', isin:'AT0000383864', traderId:3351266293154445953, entityId:5561279226039690843, quantity:250000, price:1.58, side:B}}
{key:rfq4, value:{id:'7514623710987345250', isin:'AT0000383250', traderId:33512662931544, entityId:5561279226039, quantity:650000, price:2.63, side:A}}
{key:rfq3, value:{id:'7514623710987345033', isin:'AT0000383864', traderId:3351266293154445953, entityId:5561279226039690843, quantity:250000, price:1.58, side:B}}
{key:rfq4, value:{id:'7514623710987345250', isin:'AT0000383250', traderId:33512662931544, entityId:5561279226039, quantity:650000, price:2.63, side:A}}
{key:rfq3, value:{id:'7514623710987345033', isin:'AT0000383864', traderId:3351266293154445953, entityId:5561279226039690843, quantity:250000, price:1.58, side:B}}
{key:rfq4, value:{id:'7514623710987345250', isin:'AT0000383250', traderId:33512662931544, entityId:5561279226039, quantity:650000, price:2.63, side:A}}
{key:rfq3, value:{id:'7514623710987345033', isin:'AT0000383864', traderId:3351266293154445953, entityId:5561279226039690843, quantity:250000, price:1.58, side:B}}
{key:rfq4, value:{id:'7514623710987345250', isin:'AT0000383250', traderId:33512662931544, entityId:5561279226039, quantity:650000, price:2.63, side:A}}
{key:rfq3, value:{id:'7514623710987345033', isin:'AT0000383864', traderId:3351266293154445953, entityId:5561279226039690843, quantity:250000, price:1.58, side:B}}
{key:rfq4, value:{id:'7514623710987345250', isin:'AT0000383250', traderId:33512662931544, entityId:5561279226039, quantity:650000, price:2.63, side:A}}
{key:rfq3, value:{id:'7514623710987345033', isin:'AT0000383864', traderId:3351266293154445953, entityId:5561279226039690843, quantity:250000, price:1.58, side:B}}
{key:rfq4, value:{id:'7514623710987345250', isin:'AT0000383250', traderId:33512662931544, entityId:5561279226039, quantity:650000, price:2.63, side:A}}
{key:rfq3, value:{id:'7514623710987345033', isin:'AT0000383864', traderId:3351266293154445953, entityId:5561279226039690843, quantity:250000, price:1.58, side:B}}
{key:rfq4, value:{id:'7514623710987345250', isin:'AT0000383250', traderId:33512662931544, entityId:5561279226039, quantity:650000, price:2.63, side:A}}
{key:rfq3, value:{id:'7514623710987345033', isin:'AT0000383864', traderId:3351266293154445953, entityId:5561279226039690843, quantity:250000, price:1.58, side:B}}
{key:rfq4, value:{id:'7514623710987345250', isin:'AT0000383250', traderId:33512662931544, entityId:5561279226039, quantity:650000, price:2.63, side:A}}
{key:rfq3, value:{id:'7514623710987345033', isin:'AT0000383864', traderId:3351266293154445953, entityId:5561279226039690843, quantity:250000, price:1.58, side:B}}
{key:rfq4, value:{id:'7514623710987345250', isin:'AT0000383250', traderId:33512662931544, entityId:5561279226039, quantity:650000, price:2.63, side:A}}
{key:rfq3, value:{id:'7514623710987345033', isin:'AT0000383864', traderId:3351266293154445953, entityId:5561279226039690843, quantity:250000, price:1.58, side:B}}
{key:rfq4, value:{id:'7514623710987345250', isin:'AT0000383250', traderId:33512662931544, entityId:5561279226039, quantity:650000, price:2.63, side:A}}
{key:rfq3, value:{id:'7514623710987345033', isin:'AT0000383864', traderId:3351266293154445953, entityId:5561279226039690843, quantity:250000, price:1.58, side:B}}
{key:rfq4, value:{id:'7514623710987345250', isin:'AT0000383250', traderId:33512662931544, entityId:5561279226039, quantity:650000, price:2.63, side:A}}
{key:rfq3, value:{id:'7514623710987345033', isin:'AT0000383864', traderId:3351266293154445953, entityId:5561279226039690843, quantity:250000, price:1.58, side:B}}
{key:rfq4, value:{id:'7514623710987345250', isin:'AT0000383250', traderId:33512662931544, entityId:5561279226039, quantity:650000, price:2.63, side:A}}
{key:rfq3, value:{id:'7514623710987345033', isin:'AT0000383864', traderId:3351266293154445953, entityId:5561279226039690843, quantity:250000, price:1.58, side:B}}
{key:rfq4, value:{id:'7514623710987345250', isin:'AT0000383250', traderId:33512662931544, entityId:5561279226039, quantity:650000, price:2.63, side:A}}
{key:rfq3, value:{id:'7514623710987345033', isin:'AT0000383864', traderId:3351266293154445953, entityId:5561279226039690843, quantity:250000, price:1.58, side:B}}
{key:rfq4, value:{id:'7514623710987345250', isin:'AT0000383250', traderId:33512662931544, entityId:5561279226039, quantity:650000, price:2.63, side:A}}
{key:rfq3, value:{id:'7514623710987345033', isin:'AT0000A0VRF9', traderId:3351266293154445953, entityId:5561279226039690843, quantity:250000, price:1.58, side:B}}
{key:rfq4, value:{id:'7514623710987345250', isin:'AT0000383250', traderId:33512662931544, entityId:5561279226039, quantity:650000, price:2.63, side:A}}
{key:rfq3, value:{id:'7514623710987345033', isin:'AT0000A0VRF9', traderId:3351266293154445953, entityId:5561279226039690843, quantity:250000, price:1.58, side:B}}
{key:rfq4, value:{id:'7514623710987345250', isin:'AT0000383250', traderId:33512662931544, entityId:5561279226039, quantity:650000, price:2.63, side:A}}
{key:rfq3, value:{id:'7514623710987345033', instrumentId:'AT0000A0VRF9', traderId:3351266293154445953, entityId:5561279226039690843, quantity:250000, price:1.58, side:B}}
{key:rfq4, value:{id:'7514623710987345250', instrumentId:'AT0000383250', traderId:33512662931544, entityId:5561279226039, quantity:650000, price:2.63, side:A}}
{key:rfq3, value:{id:'7514623710987345033', instrumentId:'AT0000A0VRF9', traderId:3351266293154445953, entityId:5561279226039690843, quantity:250000, price:1.58, side:B}}
{key:rfq4, value:{id:'7514623710987345250', instrumentId:'AT0000383250', traderId:33512662931544, entityId:5561279226039, quantity:650000, price:2.63, side:A}}
{key:rfq4, value:{id:'7514623710987345250', instrumentId:'AT0000383250', traderId:33512662931544, entityId:5561279226039, quantity:650000, price:2.63, side:A}}
{key:rfq3, value:{id:'7514623710987345033', instrumentId:'AT0000A0VRF9', traderId:3351266293154445953, entityId:5561279226039690843, quantity:250000, price:1.58, side:B}}
{key:rfq4, value:{id:'7514623710987345250', instrumentId:'AT0000383250', traderId:33512662931544, entityId:5561279226039, quantity:650000, price:2.63, side:A}}
{key:rfq3, value:{id:'7514623710987345033', instrumentId:'AT0000A0VRF9', traderId:3351266293154445953, entityId:5561279226039690843, quantity:250000, price:1.58, side:B}}
{key:rfq4, value:{id:'7514623710987345250', instrumentId:'AT0000383250', traderId:33512662931544, entityId:5561279226039, quantity:650000, price:2.63, side:A}}
{key:rfq3, value:{id:'7514623710987345033', instrumentId:'AT0000A0VRF9', traderId:5561302304887460215, entityId:5561279226039690843, quantity:250000, price:1.58, side:B}}
{key:rfq4, value:{id:'7514623710987345250', instrumentId:'AT0000383250', traderId:5561302304887460215, entityId:5561279226039690843, quantity:650000, price:2.63, side:A}}
{key:rfq3, value:{id:'7514623710987345033', instrumentId:'AT0000A0VRF9', traderId:5561302304887460215, entityId:5561279226039690843, quantity:250000, price:1.58, side:B}}
{key:rfq4, value:{id:'7514623710987345250', instrumentId:'AT0000A0N9A0', traderId:5561302304887460215, entityId:5561279226039690843, quantity:650000, price:2.63, side:A}}
{key:rfq3, value:{id:'7514623710987345033', instrumentId:'AT0000A0VRF9', traderId:5561302304887460215, entityId:5561279226039690843, quantity:250000, price:1.58, side:B}}
{key:rfq4, value:{id:'7514623710987345250', instrumentId:'AT0000A0N9A0', traderId:5561302304887460215, entityId:5561279226039690843, quantity:650000, price:2.63, side:A}}
{key:rfq3, value:{id:'7514623710987345033', instrumentId:'AT0000A0VRF9', traderId:5561302304887460215, entityId:5561279226039690843, quantity:250000, price:1.58, side:B}}
{key:rfq4, value:{id:'7514623710987345250', instrumentId:'AT0000A0N9A0', traderId:5561302304887460215, entityId:5561279226039690843, quantity:650000, price:2.63, side:A}}
{key:rfq3, value:{id:'7514623710987345033', instrumentId:'AT0000A0VRF9', traderId:5561302304887460215, entityId:5561279226039690843, quantity:250000, price:1.58, side:B}}
{key:rfq4, value:{id:'7514623710987345250', instrumentId:'AT0000A0N9A0', traderId:5561302304887460215, entityId:5561279226039690843, quantity:650000, price:2.63, side:A}}
{key:rfq3, value:{id:'7514623710987345033', instrumentId:'AT0000A0VRF9', traderId:5561302304887460215, entityId:5561279226039690843, quantity:250000, price:1.58, side:B}}
{key:rfq4, value:{id:'7514623710987345250', instrumentId:'AT0000A0N9A0', traderId:5561302304887460215, entityId:5561279226039690843, quantity:650000, price:2.63, side:A}}
{key:rfq3, value:{id:'7514623710987345033', instrumentId:'AT0000A0VRF9', traderId:5561302304887460215, entityId:5561279226039690843, quantity:250000, price:1.58, side:B}}
{key:rfq4, value:{id:'7514623710987345250', instrumentId:'AT0000386115', traderId:5561302304887460215, entityId:5561279226039690843, quantity:650000, price:2.63, side:A}}
{key:rfq3, value:{id:'7514623710987345033', instrumentId:'AT0000A0VRF9', traderId:5561302304887460215, entityId:5561279226039690843, quantity:250000, price:1.58, side:B}}
{key:rfq4, value:{id:'7514623710987345250', instrumentId:'AT0000386116', traderId:5561302304887460215, entityId:5561279226039690843, quantity:650000, price:2.63, side:A}}
{key:rfq3, value:{id:'7514623710987345033', instrumentId:'AT0000A0VRF9', traderId:5561302304887460215, entityId:5561279226039690843, quantity:250000, price:1.58, side:B}}
{key:rfq4, value:{id:'7514623710987345250', instrumentId:'AT0000386116', traderId:5561302304887460215, entityId:5561279226039690843, quantity:650000, price:2.63, side:A}}
{key:rfq3, value:{id:'7514623710987345033', instrumentId:'AT0000A0VRF9', traderId:5561302304887460215, entityId:5561279226039690843, quantity:250000, price:1.58, side:B}}
{key:rfq4, value:{id:'7514623710987345250', instrumentId:'AT0000386116', traderId:5561302304887460215, entityId:5561279226039690843, quantity:650000, price:2.63, side:A}}
{key:rfq3, value:{id:'7514623710987345033', instrumentId:'AT0000A0VRF9', traderId:5561302304887460215, entityId:5561279226039690843, quantity:250000, price:1.58, side:B}}
{key:rfq4, value:{id:'7514623710987345250', instrumentId:'AT0000386115', traderId:5561302304887460215, entityId:5561279226039690843, quantity:650000, price:2.63, side:A}}
{key:rfq3, value:{id:'7514623710987345033', instrumentId:'AT0000A0VRF9', traderId:5561302304887460215, entityId:5561279226039690843, quantity:250000, price:1.58, side:B}}
{key:rfq4, value:{id:'7514623710987345250', instrumentId:'AT0000386115', traderId:5561302304887460215, entityId:5561279226039690843, quantity:650000, price:2.63, side:A}}
